AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0116TW60078,RICHMOND-UPON-THAMES,24,516610,174480,1,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116TW60079,RICHMOND-UPON-THAMES,24,515970,171100,1,1 Driver/Rider,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60080,RICHMOND-UPON-THAMES,24,514190,173570,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116TW60081,RICHMOND-UPON-THAMES,24,517820,174600,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60082,RICHMOND-UPON-THAMES,24,515620,173120,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60083,RICHMOND-UPON-THAMES,24,514110,169710,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60084,RICHMOND-UPON-THAMES,24,518510,173880,1,3 Pedestrian,1 Male,25-59,40,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0116TW60085,RICHMOND-UPON-THAMES,24,517530,169390,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60086,RICHMOND-UPON-THAMES,24,518620,175980,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116TW60088,RICHMOND-UPON-THAMES,24,520750,175430,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60089,RICHMOND-UPON-THAMES,24,516870,170660,1,3 Pedestrian,1 Male,25-59,31,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0116TW60090,RICHMOND-UPON-THAMES,24,516220,168850,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60091,RICHMOND-UPON-THAMES,24,516600,171310,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60093,RICHMOND-UPON-THAMES,24,517430,169720,1,3 Pedestrian,2 Female,25-59,42,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0116TW60094,RICHMOND-UPON-THAMES,24,516030,173710,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60095,RICHMOND-UPON-THAMES,24,517970,174990,1,3 Pedestrian,2 Female,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116TW60096,RICHMOND-UPON-THAMES,24,516390,174920,1,3 Pedestrian,1 Male,25-59,29,1,2 Serious,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0116TW60097,RICHMOND-UPON-THAMES,24,516570,175360,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60099,RICHMOND-UPON-THAMES,24,521190,175450,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116TW60101,RICHMOND-UPON-THAMES,24,519240,170450,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60102,RICHMOND-UPON-THAMES,24,517850,174870,1,2 Passenger,2 Female,60+,77,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60103,RICHMOND-UPON-THAMES,24,515070,168950,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60104,RICHMOND-UPON-THAMES,24,522480,176020,1,1 Driver/Rider,1 Male,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60105,RICHMOND-UPON-THAMES,24,518030,175360,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60106,RICHMOND-UPON-THAMES,24,517340,172270,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60107,RICHMOND-UPON-THAMES,24,518140,175340,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60109,RICHMOND-UPON-THAMES,24,515070,172640,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60112,RICHMOND-UPON-THAMES,24,513700,172920,1,2 Passenger,1 Male,25-59,59,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60113,RICHMOND-UPON-THAMES,24,520660,175970,1,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60114,RICHMOND-UPON-THAMES,24,517470,169340,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60115,RICHMOND-UPON-THAMES,24,512960,170650,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60117,RICHMOND-UPON-THAMES,24,515160,168890,2,1 Driver/Rider,2 Female,25-59,39,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60117,RICHMOND-UPON-THAMES,24,515160,168890,1,1 Driver/Rider,2 Female,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60118,RICHMOND-UPON-THAMES,24,514370,170970,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60119,RICHMOND-UPON-THAMES,24,514240,173610,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
0116TW60120,RICHMOND-UPON-THAMES,24,516080,174270,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60123,RICHMOND-UPON-THAMES,24,513735,172810,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60124,RICHMOND-UPON-THAMES,24,519370,175190,1,2 Passenger,2 Female,60+,70,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60125,RICHMOND-UPON-THAMES,24,516600,171320,1,1 Driver/Rider,2 Female,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60127,RICHMOND-UPON-THAMES,24,515340,171620,1,1 Driver/Rider,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60128,RICHMOND-UPON-THAMES,24,516370,173400,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60129,RICHMOND-UPON-THAMES,24,520910,175450,1,3 Pedestrian,1 Male,25-59,56,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0116TW60130,RICHMOND-UPON-THAMES,24,521430,176260,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60132,RICHMOND-UPON-THAMES,24,514110,172450,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60133,RICHMOND-UPON-THAMES,24,513250,173930,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60135,RICHMOND-UPON-THAMES,24,515490,168730,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60136,RICHMOND-UPON-THAMES,24,519780,176120,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60137,RICHMOND-UPON-THAMES,24,515460,168650,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60139,RICHMOND-UPON-THAMES,24,518460,173660,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60140,RICHMOND-UPON-THAMES,24,513300,171100,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60140,RICHMOND-UPON-THAMES,24,513300,171100,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60141,RICHMOND-UPON-THAMES,24,516270,173270,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60142,RICHMOND-UPON-THAMES,24,514320,172150,2,2 Passenger,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60142,RICHMOND-UPON-THAMES,24,514320,172150,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60143,RICHMOND-UPON-THAMES,24,515130,173900,1,2 Passenger,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60143,RICHMOND-UPON-THAMES,24,515130,173900,2,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60144,RICHMOND-UPON-THAMES,24,515880,171840,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60145,RICHMOND-UPON-THAMES,24,519050,177400,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60146,RICHMOND-UPON-THAMES,24,518920,177100,1,3 Pedestrian,2 Female,0-15,6,1,3 Slight,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0116TW60148,RICHMOND-UPON-THAMES,24,514710,171220,1,1 Driver/Rider,1 Male,25-59,57,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60149,RICHMOND-UPON-THAMES,24,519610,175830,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60150,RICHMOND-UPON-THAMES,24,519000,175020,1,2 Passenger,2 Female,60+,79,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60151,RICHMOND-UPON-THAMES,24,514050,170540,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60152,RICHMOND-UPON-THAMES,24,520040,171350,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60153,RICHMOND-UPON-THAMES,24,513050,174190,2,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60153,RICHMOND-UPON-THAMES,24,513050,174190,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60154,RICHMOND-UPON-THAMES,24,516810,172610,1,2 Passenger,1 Male,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60155,RICHMOND-UPON-THAMES,24,515970,172520,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60156,RICHMOND-UPON-THAMES,24,513680,172750,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60157,RICHMOND-UPON-THAMES,24,519220,177260,1,3 Pedestrian,1 Male,0-15,6,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0116TW60158,RICHMOND-UPON-THAMES,24,517850,174870,1,2 Passenger,1 Male,60+,70,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60159,RICHMOND-UPON-THAMES,24,514180,173810,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60160,RICHMOND-UPON-THAMES,24,520440,175950,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60161,RICHMOND-UPON-THAMES,24,518110,174940,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60162,RICHMOND-UPON-THAMES,24,518540,173660,1,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60163,RICHMOND-UPON-THAMES,24,515590,171750,1,1 Driver/Rider,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60164,RICHMOND-UPON-THAMES,24,519660,176430,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60166,RICHMOND-UPON-THAMES,24,521790,176380,1,3 Pedestrian,2 Female,60+,85,1,3 Slight,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0116TW60167,RICHMOND-UPON-THAMES,24,517100,170290,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60168,RICHMOND-UPON-THAMES,24,520480,171880,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60169,RICHMOND-UPON-THAMES,24,519940,175330,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60171,RICHMOND-UPON-THAMES,24,516830,174540,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60172,RICHMOND-UPON-THAMES,24,515000,171960,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60173,RICHMOND-UPON-THAMES,24,516290,171130,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60174,RICHMOND-UPON-THAMES,24,512850,173840,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0116TW60175,RICHMOND-UPON-THAMES,24,518962,175681,1,3 Pedestrian,1 Male,60+,80,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116TW60176,RICHMOND-UPON-THAMES,24,514500,171290,2,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60176,RICHMOND-UPON-THAMES,24,514500,171290,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60177,RICHMOND-UPON-THAMES,24,520340,175330,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60178,RICHMOND-UPON-THAMES,24,519170,175070,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60179,RICHMOND-UPON-THAMES,24,513660,172740,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60182,RICHMOND-UPON-THAMES,24,516610,174860,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60183,RICHMOND-UPON-THAMES,24,522580,175420,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60184,RICHMOND-UPON-THAMES,24,518100,175270,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60185,RICHMOND-UPON-THAMES,24,522070,175490,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60191,RICHMOND-UPON-THAMES,24,516070,173580,1,3 Pedestrian,2 Female,25-59,43,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0116TW60192,RICHMOND-UPON-THAMES,24,518990,175600,1,2 Passenger,2 Female,60+,73,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60193,RICHMOND-UPON-THAMES,24,522090,175490,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60194,RICHMOND-UPON-THAMES,24,520680,175420,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60195,RICHMOND-UPON-THAMES,24,519230,175690,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60196,RICHMOND-UPON-THAMES,24,516160,173090,2,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60196,RICHMOND-UPON-THAMES,24,516160,173090,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60197,RICHMOND-UPON-THAMES,24,513710,174330,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60198,RICHMOND-UPON-THAMES,24,518460,173720,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60199,RICHMOND-UPON-THAMES,24,517380,174190,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60200,RICHMOND-UPON-THAMES,24,518810,176830,1,2 Passenger,2 Female,60+,80,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60201,RICHMOND-UPON-THAMES,24,519780,175860,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60202,RICHMOND-UPON-THAMES,24,516370,173400,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60203,RICHMOND-UPON-THAMES,24,518350,174230,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0116TW60204,RICHMOND-UPON-THAMES,24,522740,177720,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60205,RICHMOND-UPON-THAMES,24,515380,172940,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60205,RICHMOND-UPON-THAMES,24,515380,172940,2,3 Pedestrian,1 Male,60+,64,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116TW60206,RICHMOND-UPON-THAMES,24,513750,172780,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60206,RICHMOND-UPON-THAMES,24,513750,172780,2,2 Passenger,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60207,RICHMOND-UPON-THAMES,24,519190,177220,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60208,RICHMOND-UPON-THAMES,24,516120,174300,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60209,RICHMOND-UPON-THAMES,24,512760,173700,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0116TW60210,RICHMOND-UPON-THAMES,24,515320,172870,1,1 Driver/Rider,1 Male,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60211,RICHMOND-UPON-THAMES,24,515250,172800,1,1 Driver/Rider,1 Male,60+,68,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60212,RICHMOND-UPON-THAMES,24,519130,175690,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60213,RICHMOND-UPON-THAMES,24,520020,175330,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60215,RICHMOND-UPON-THAMES,24,515770,168810,1,3 Pedestrian,1 Male,60+,61,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0116TW60216,RICHMOND-UPON-THAMES,24,515680,174050,1,1 Driver/Rider,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60217,RICHMOND-UPON-THAMES,24,517040,174630,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60218,RICHMOND-UPON-THAMES,24,522480,175600,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60219,RICHMOND-UPON-THAMES,24,514450,174190,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60220,RICHMOND-UPON-THAMES,24,521200,172290,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60223,RICHMOND-UPON-THAMES,24,517680,175250,2,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60223,RICHMOND-UPON-THAMES,24,517680,175250,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60225,RICHMOND-UPON-THAMES,24,515960,172470,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60226,RICHMOND-UPON-THAMES,24,515860,170470,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60227,RICHMOND-UPON-THAMES,24,515620,174080,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60228,RICHMOND-UPON-THAMES,24,519980,175320,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60228,RICHMOND-UPON-THAMES,24,519980,175320,1,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60231,RICHMOND-UPON-THAMES,24,515090,172670,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60233,RICHMOND-UPON-THAMES,24,516200,171870,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60234,RICHMOND-UPON-THAMES,24,519640,173770,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60235,RICHMOND-UPON-THAMES,24,521340,175460,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60236,RICHMOND-UPON-THAMES,24,518160,175330,1,2 Passenger,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60237,RICHMOND-UPON-THAMES,24,518450,173770,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
0116TW60239,RICHMOND-UPON-THAMES,24,513450,171760,1,3 Pedestrian,2 Female,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0116TW60240,RICHMOND-UPON-THAMES,24,513830,171080,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60241,RICHMOND-UPON-THAMES,24,516580,174900,1,1 Driver/Rider,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60242,RICHMOND-UPON-THAMES,24,515780,172830,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60243,RICHMOND-UPON-THAMES,24,519060,176520,2,3 Pedestrian,2 Female,0-15,2,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116TW60243,RICHMOND-UPON-THAMES,24,519060,176520,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116TW60245,RICHMOND-UPON-THAMES,24,519780,175870,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60246,RICHMOND-UPON-THAMES,24,516040,172770,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60246,RICHMOND-UPON-THAMES,24,516040,172770,2,2 Passenger,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0116TW60248,RICHMOND-UPON-THAMES,24,519780,175860,1,2 Passenger,1 Male,25-59,58,1,2 Serious,-2 Unknown,-2 N/A,5 Taxi, 
0116TW60249,RICHMOND-UPON-THAMES,24,519240,170550,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60252,RICHMOND-UPON-THAMES,24,513040,169560,2,2 Passenger,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60252,RICHMOND-UPON-THAMES,24,513040,169560,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60252,RICHMOND-UPON-THAMES,24,513040,169560,3,2 Passenger,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
